"No,";Time;;Source;Destination;Protocol;Length;Info;;;Time 1;Time 2;;Delay;;Delay 1;Delay 2 ;Jitter
4594;100.660.276;"100,660276";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  56944 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"100,660276";"100,660406";;"0,00013";;"-0,000609";"0,000739";"0,001348"
4595;100.660.406;"100,660406";"192,168,100,98";"104,22,1,235";TCP;54;56944  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"100,660406";"100,661145";;"0,000739";;"-0,050958";"0,051697";"0,102655"
4596;100.661.145;"100,661145";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"100,661145";"100,712842";;"0,051697";;"0,037953";"0,013744";"-0,024209"
4597;100.712.842;"100,712842";"104,22,1,235";"192,168,100,98";TCP;54;443  >  56944 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"100,712842";"100,726586";;"0,013744";;"0,012018";"0,001726";"-0,010292"
4598;100.726.586;"100,726586";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"100,726586";"100,728312";;"0,001726";;"-0,24441";"0,246136";"0,490546"
4599;100.728.312;"100,728312";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"100,728312";"100,974448";;"0,246136";;"0,246026";"0,00011";"-0,245916"
4600;100.974.448;"100,974448";"104,22,1,235";"192,168,100,98";TLSv1;177;"[TCP Spurious Retransmission] , Encrypted Handshake Message, Change Cipher Spec, Encrypted Handshake Message";;;"100,974448";"100,974558";;"0,00011";;"-0,030043";"0,030153";"0,060196"
4601;100.974.558;"100,974558";"192,168,100,98";"104,22,1,235";TCP;66;[TCP Dup ACK 4599#1] 56944  >  443 [ACK] Seq=964 Ack=124 Win=131328 Len=0 SLE=1 SRE=124;;;"100,974558";"101,004711";;"0,030153";;"0,02125";"0,008903";"-0,012347"
4602;101.004.711;"101,004711";"192,168,100,98";"104,22,1,235";TCP;805;"[TCP Retransmission] 56944  >  443 [PSH, ACK] Seq=319 Ack=124 Win=131328 Len=751";;;"101,004711";"101,013614";;"0,008903";;"-0,015097";"0,024";"0,039097"
4603;101.013.614;"101,013614";"192,168,100,98";172.217.194.113;TCP;55;[TCP Keep-Alive] 56548  >  443 [ACK] Seq=1 Ack=1 Win=507 Len=1;;;"101,013614";"101,037614";;"0,024";;"0,021635";"0,002365";"-0,01927"
4604;101.037.614;"101,037614";"192,168,100,98";172.217.194.154;TCP;55;[TCP Keep-Alive] 56450  >  443 [ACK] Seq=1 Ack=1 Win=507 Len=1;;;"101,037614";"101,039979";;"0,002365";;"-0,013181";"0,015546";"0,028727"
4605;101.039.979;"101,039979";172.217.194.113;"192,168,100,98";TCP;66;[TCP Keep-Alive ACK] 443  >  56548 [ACK] Seq=1 Ack=2 Win=407 Len=0 SLE=1 SRE=2;;;"101,039979";"101,055525";;"0,015546";;"-0,233737";"0,249283";"0,48302"
4606;101.055.525;"101,055525";172.217.194.154;"192,168,100,98";TCP;66;[TCP Keep-Alive ACK] 443  >  56450 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2;;;"101,055525";"101,304808";;"0,249283";;"0,191645";"0,057638";"-0,134007"
4607;101.304.808;"101,304808";"192,168,100,98";"104,22,1,235";TCP;805;"[TCP Retransmission] 56944  >  443 [PSH, ACK] Seq=319 Ack=124 Win=131328 Len=751";;;"101,304808";"101,362446";;"0,057638";;"-0,168623";"0,226261";"0,394884"
4608;101.362.446;"101,362446";"104,22,1,235";"192,168,100,98";TCP;56;[TCP ACKed unseen segment] 443  >  56944 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"101,362446";"101,588707";;"0,226261";;"0,22616";"0,000101";"-0,226059"
4609;101.588.707;"101,588707";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  56944 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"101,588707";"101,588808";;"0,000101";;"-0,015432";"0,015533";"0,030965"
4610;101.588.808;"101,588808";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 4599#2] 56944  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"101,588808";"101,604341";;"0,015533";;"0,015367";"0,000166";"-0,015201"
4611;101.604.341;"101,604341";"104,22,1,235";"192,168,100,98";TLSv1;955;"[TCP Fast Retransmission] , Application Data";;;"101,604341";"101,604507";;"0,000166";;"-0,000448";"0,000614";"0,001062"
4612;101.604.507;"101,604507";"192,168,100,98";"104,22,1,235";TCP;54;56944  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"101,604507";"101,605121";;"0,000614";;"-0,051216";"0,05183";"0,103046"
4613;101.605.121;"101,605121";"192,168,100,98";"104,22,1,235";TCP;54;"56944  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"101,605121";"101,656951";;"0,05183";;"0,047035";"0,004795";"-0,04224"
4614;101.656.951;"101,656951";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56944 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"101,656951";"101,661746";;"0,004795";;"-0,052399";"0,057194";"0,109593"
4615;101.661.746;"101,661746";"192,168,100,98";"104,22,1,235";TCP;66;56945  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"101,661746";"101,718940";;"0,057194";;"0,056975";"0,000219";"-0,056756"
4616;101.718.940;"101,718940";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  56945 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"101,718940";"101,719159";;"0,000219";;"-0,000755";"0,000974";"0,001729"
4617;101.719.159;"101,719159";"192,168,100,98";"104,22,1,235";TCP;54;56945  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"101,719159";"101,720133";;"0,000974";;"-0,034887";"0,035861";"0,070748"
4618;101.720.133;"101,720133";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"101,720133";"101,755994";;"0,035861";;"0,035788";"7,3E-05";"-0,035715"
4619;101.755.994;"101,755994";"117,18,237,29";"192,168,100,98";TCP;54;[TCP Dup ACK 1472#1] 80  >  56768 [ACK] Seq=1 Ack=1 Win=131 Len=0;;;"101,755994";"101,756067";;"7,3E-05";;"-0,025044";"0,025117";"0,050161"
4620;101.756.067;"101,756067";"192,168,100,98";"117,18,237,29";TCP;54;[TCP Dup ACK 1473#1] [TCP ACKed unseen segment] 56768  >  80 [ACK] Seq=1 Ack=2 Win=509 Len=0;;;"101,756067";"101,781184";;"0,025117";;"0,011904";"0,013213";"0,001309"
4621;101.781.184;"101,781184";"104,22,1,235";"192,168,100,98";TCP;54;443  >  56945 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"101,781184";"101,794397";;"0,013213";;"0,011212";"0,002001";"-0,009211"
4622;101.794.397;"101,794397";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"101,794397";"101,796398";;"0,002001";;"-0,053009";"0,05501";"0,108019"
4623;101.796.398;"101,796398";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"101,796398";"101,851408";;"0,05501";;"0,054909";"0,000101";"-0,054808"
4624;101.851.408;"101,851408";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56945 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"101,851408";"101,851509";;"0,000101";;"-0,05443";"0,054531";"0,108961"
4625;101.851.509;"101,851509";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"101,851509";"101,906040";;"0,054531";;"-0,167825";"0,222356";"0,390181"
4626;101.906.040;"101,906040";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56945 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"101,906040";"102,128396";;"0,222356";;"0,222238";"0,000118";"-0,22212"
4627;102.128.396;"102,128396";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  56945 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"102,128396";"102,128514";;"0,000118";;"-0,017293";"0,017411";"0,034704"
4628;102.128.514;"102,128514";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 4623#1] 56945  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"102,128514";"102,145925";;"0,017411";;"0,017235";"0,000176";"-0,017059"
4629;102.145.925;"102,145925";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  56945 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"102,145925";"102,146101";;"0,000176";;"-0,000598";"0,000774";"0,001372"
4630;102.146.101;"102,146101";"192,168,100,98";"104,22,1,235";TCP;54;56945  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"102,146101";"102,146875";;"0,000774";;"-0,053053";"0,053827";"0,10688"
4631;102.146.875;"102,146875";"192,168,100,98";"104,22,1,235";TCP;54;"56945  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"102,146875";"102,200702";;"0,053827";;"0,052917";"0,00091";"-0,052007"
4632;102.200.702;"102,200702";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56945 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"102,200702";"102,201612";;"0,00091";;"-0,050571";"0,051481";"0,102052"
4633;102.201.612;"102,201612";"192,168,100,98";"104,22,1,235";TCP;66;56946  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"102,201612";"102,253093";;"0,051481";;"0,051244";"0,000237";"-0,051007"
4634;102.253.093;"102,253093";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  56946 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"102,253093";"102,253330";;"0,000237";;"-0,000635";"0,000872";"0,001507"
4635;102.253.330;"102,253330";"192,168,100,98";"104,22,1,235";TCP;54;56946  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"102,253330";"102,254202";;"0,000872";;"-0,049891";"0,050763";"0,100654"
4636;102.254.202;"102,254202";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"102,254202";"102,304965";;"0,050763";;"0,031409";"0,019354";"-0,012055"
4637;102.304.965;"102,304965";"104,22,1,235";"192,168,100,98";TCP;54;443  >  56946 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"102,304965";"102,324319";;"0,019354";;"0,01755";"0,001804";"-0,015746"
4638;102.324.319;"102,324319";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"102,324319";"102,326123";;"0,001804";;"-0,049698";"0,051502";"0,1012"
4639;102.326.123;"102,326123";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"102,326123";"102,377625";;"0,051502";;"0,051386";"0,000116";"-0,05127"
4640;102.377.625;"102,377625";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56946 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"102,377625";"102,377741";;"0,000116";;"-0,05142";"0,051536";"0,102956"
4641;102.377.741;"102,377741";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"102,377741";"102,429277";;"0,051536";;"-0,172028";"0,223564";"0,395592"
4642;102.429.277;"102,429277";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56946 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"102,429277";"102,652841";;"0,223564";;"0,223451";"0,000113";"-0,223338"
4643;102.652.841;"102,652841";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  56946 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"102,652841";"102,652954";;"0,000113";;"-0,011101";"0,011214";"0,022315"
4644;102.652.954;"102,652954";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 4639#1] 56946  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"102,652954";"102,664168";;"0,011214";;"0,010968";"0,000246";"-0,010722"
4645;102.664.168;"102,664168";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  56946 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"102,664168";"102,664414";;"0,000246";;"-0,000709";"0,000955";"0,001664"
4646;102.664.414;"102,664414";"192,168,100,98";"104,22,1,235";TCP;54;56946  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"102,664414";"102,665369";;"0,000955";;"-0,049627";"0,050582";"0,100209"
4647;102.665.369;"102,665369";"192,168,100,98";"104,22,1,235";TCP;54;"56946  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"102,665369";"102,715951";;"0,050582";;"0,048567";"0,002015";"-0,046552"
4648;102.715.951;"102,715951";"192,168,100,98";"104,22,1,235";TCP;66;56947  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"102,715951";"102,717966";;"0,002015";;"-0,047213";"0,049228";"0,096441"
4649;102.717.966;"102,717966";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56946 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"102,717966";"102,767194";;"0,049228";;"0,049072";"0,000156";"-0,048916"
4650;102.767.194;"102,767194";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  56947 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"102,767194";"102,767350";;"0,000156";;"-0,000762";"0,000918";"0,00168"
4651;102.767.350;"102,767350";"192,168,100,98";"104,22,1,235";TCP;54;56947  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"102,767350";"102,768268";;"0,000918";;"-0,051379";"0,052297";"0,103676"
4652;102.768.268;"102,768268";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"102,768268";"102,820565";;"0,052297";;"0,038505";"0,013792";"-0,024713"
4653;102.820.565;"102,820565";"104,22,1,235";"192,168,100,98";TCP;54;443  >  56947 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"102,820565";"102,834357";;"0,013792";;"0,012025";"0,001767";"-0,010258"
4654;102.834.357;"102,834357";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"102,834357";"102,836124";;"0,001767";;"-0,04971";"0,051477";"0,101187"
4655;102.836.124;"102,836124";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"102,836124";"102,887601";;"0,051477";;"0,051385";"9,2E-05";"-0,051293"
4656;102.887.601;"102,887601";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56947 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"102,887601";"102,887693";;"9,2E-05";;"-0,050201";"0,050293";"0,100494"
4657;102.887.693;"102,887693";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"102,887693";"102,937986";;"0,050293";;"-0,171962";"0,222255";"0,394217"
4658;102.937.986;"102,937986";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56947 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"102,937986";"103,160241";;"0,222255";;"0,222119";"0,000136";"-0,221983"
4659;103.160.241;"103,160241";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  56947 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"103,160241";"103,160377";;"0,000136";;"-0,013952";"0,014088";"0,02804"
4660;103.160.377;"103,160377";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 4655#1] 56947  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"103,160377";"103,174465";;"0,014088";;"0,01384";"0,000248";"-0,013592"
4661;103.174.465;"103,174465";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  56947 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"103,174465";"103,174713";;"0,000248";;"-0,000622";"0,00087";"0,001492"
4662;103.174.713;"103,174713";"192,168,100,98";"104,22,1,235";TCP;54;56947  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"103,174713";"103,175583";;"0,00087";;"-0,019412";"0,020282";"0,039694"
4663;103.175.583;"103,175583";"192,168,100,98";"104,22,1,235";TCP;54;"56947  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"103,175583";"103,195865";;"0,020282";;"0,020186";"9,6E-05";"-0,02009"
4664;103.195.865;"103,195865";"103,208,137,6";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  55913 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0";;;"103,195865";"103,195961";;"9,6E-05";;"-0,018234";"0,01833";"0,036564"
4665;103.195.961;"103,195961";"192,168,100,98";"103,208,137,6";TCP;54;[TCP Dup ACK 1420#1] 55913  >  443 [ACK] Seq=2 Ack=1 Win=512 Len=0;;;"103,195961";"103,214291";;"0,01833";;"0,018204";"0,000126";"-0,018078"
4666;103.214.291;"103,214291";"103,208,137,6";"192,168,100,98";TCP;85;"[TCP Retransmission] 443  >  55913 [PSH, ACK] Seq=1 Ack=2 Win=501 Len=31";;;"103,214291";"103,214417";;"0,000126";;"-0,007456";"0,007582";"0,015038"
4667;103.214.417;"103,214417";"192,168,100,98";"103,208,137,6";TCP;54;55913  >  443 [ACK] Seq=2 Ack=33 Win=512 Len=0;;;"103,214417";"103,221999";;"0,007582";;"-0,00385";"0,011432";"0,015282"
4668;103.221.999;"103,221999";"192,168,100,98";"104,22,1,235";TCP;66;56948  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"103,221999";"103,233431";;"0,011432";;"-0,044728";"0,05616";"0,100888"
4669;103.233.431;"103,233431";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56947 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"103,233431";"103,289591";;"0,05616";;"0,055987";"0,000173";"-0,055814"
4670;103.289.591;"103,289591";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  56948 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"103,289591";"103,289764";;"0,000173";;"-0,000672";"0,000845";"0,001517"
4671;103.289.764;"103,289764";"192,168,100,98";"104,22,1,235";TCP;54;56948  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"103,289764";"103,290609";;"0,000845";;"-0,077137";"0,077982";"0,155119"
4672;103.290.609;"103,290609";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"103,290609";"103,368591";;"0,077982";;"0,062387";"0,015595";"-0,046792"
4673;103.368.591;"103,368591";"104,22,1,235";"192,168,100,98";TCP;54;443  >  56948 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"103,368591";"103,384186";;"0,015595";;"0,013979";"0,001616";"-0,012363"
4674;103.384.186;"103,384186";"104,22,1,235";"192,168,100,98";TLSv1;177;"Server Hello, Change Cipher Spec, Encrypted Handshake Message";;;"103,384186";"103,385802";;"0,001616";;"-0,062944";"0,06456";"0,127504"
4675;103.385.802;"103,385802";"192,168,100,98";"104,22,1,235";TLSv1;699;"Change Cipher Spec, Encrypted Handshake Message, Application Data, Application Data";;;"103,385802";"103,450362";;"0,06456";;"0,064455";"0,000105";"-0,06435"
4676;103.450.362;"103,450362";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56948 [ACK] Seq=124 Ack=964 Win=68608 Len=0;;;"103,450362";"103,450467";;"0,000105";;"-0,024716";"0,024821";"0,049537"
4677;103.450.467;"103,450467";"192,168,100,98";"104,22,1,235";TLSv1;160;"Application Data, Application Data";;;"103,450467";"103,475288";;"0,024821";;"0,008213";"0,016608";"0,008395"
4678;103.475.288;"103,475288";"192,168,100,98";"216,239,38,120";TCP;55;[TCP Keep-Alive] 56456  >  443 [ACK] Seq=1 Ack=1 Win=510 Len=1;;;"103,475288";"103,491896";;"0,016608";;"0,008995";"0,007613";"-0,001382"
4679;103.491.896;"103,491896";"216,239,38,120";"192,168,100,98";TCP;66;[TCP Keep-Alive ACK] 443  >  56456 [ACK] Seq=1 Ack=2 Win=269 Len=0 SLE=1 SRE=2;;;"103,491896";"103,499509";;"0,007613";;"-0,228408";"0,236021";"0,464429"
4680;103.499.509;"103,499509";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56948 [ACK] Seq=124 Ack=1070 Win=68608 Len=0;;;"103,499509";"103,735530";;"0,236021";;"0,235902";"0,000119";"-0,235783"
4681;103.735.530;"103,735530";"104,22,1,235";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  56948 [FIN, ACK] Seq=1025 Ack=1070 Win=68608 Len=0";;;"103,735530";"103,735649";;"0,000119";;"-0,019206";"0,019325";"0,038531"
4682;103.735.649;"103,735649";"192,168,100,98";"104,22,1,235";TCP;54;[TCP Dup ACK 4675#1] 56948  >  443 [ACK] Seq=1070 Ack=124 Win=131328 Len=0;;;"103,735649";"103,754974";;"0,019325";;"0,019067";"0,000258";"-0,018809"
4683;103.754.974;"103,754974";"104,22,1,235";"192,168,100,98";TCP;955;"[TCP Out-Of-Order] 443  >  56948 [PSH, ACK] Seq=124 Ack=1070 Win=68608 Len=901";;;"103,754974";"103,755232";;"0,000258";;"-0,000587";"0,000845";"0,001432"
4684;103.755.232;"103,755232";"192,168,100,98";"104,22,1,235";TCP;54;56948  >  443 [ACK] Seq=1070 Ack=1026 Win=130560 Len=0;;;"103,755232";"103,756077";;"0,000845";;"-0,025411";"0,026256";"0,051667"
4685;103.756.077;"103,756077";"192,168,100,98";"104,22,1,235";TCP;54;"56948  >  443 [FIN, ACK] Seq=1070 Ack=1026 Win=130560 Len=0";;;"103,756077";"103,782333";;"0,026256";;"0,004236";"0,02202";"0,017784"
4686;103.782.333;"103,782333";"192,168,100,98";"74,125,130,94";TCP;55;[TCP Keep-Alive] 56157  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1;;;"103,782333";"103,804353";;"0,02202";;"0,019701";"0,002319";"-0,017382"
4687;103.804.353;"103,804353";"104,22,1,235";"192,168,100,98";TCP;56;443  >  56948 [ACK] Seq=1026 Ack=1071 Win=68608 Len=0;;;"103,804353";"103,806672";;"0,002319";;"-0,00063";"0,002949";"0,003579"
4688;103.806.672;"103,806672";"192,168,100,98";"104,22,1,235";TCP;66;56949  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;"103,806672";"103,809621";;"0,002949";;"-0,050589";"0,053538";"0,104127"
4689;103.809.621;"103,809621";"74,125,130,94";"192,168,100,98";TCP;66;[TCP Keep-Alive ACK] 443  >  56157 [ACK] Seq=1 Ack=2 Win=273 Len=0 SLE=1 SRE=2;;;"103,809621";"103,863159";;"0,053538";;"0,053301";"0,000237";"-0,053064"
4690;103.863.159;"103,863159";"104,22,1,235";"192,168,100,98";TCP;66;"443  >  56949 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM=1 WS=1024";;;"103,863159";"103,863396";;"0,000237";;"-0,000677";"0,000914";"0,001591"
4691;103.863.396;"103,863396";"192,168,100,98";"104,22,1,235";TCP;54;56949  >  443 [ACK] Seq=1 Ack=1 Win=131584 Len=0;;;"103,863396";"103,864310";;"0,000914";;"-0,05511";"0,056024";"0,111134"
4692;103.864.310;"103,864310";"192,168,100,98";"104,22,1,235";TLSv1;372;Client Hello;;;"103,864310";"103,920334";;"0,056024";;"0,055947";"7,7E-05";"-0,05587"
4693;103.920.334;"103,920334";"103,208,137,6";"192,168,100,98";TCP;54;"[TCP Previous segment not captured] 443  >  55910 [FIN, ACK] Seq=32 Ack=2 Win=501 Len=0";;;"103,920334";"103,920411";;"7,7E-05";;"-0,000251";"0,000328";"0,000579"
4694;103.920.411;"103,920411";"192,168,100,98";"103,208,137,6";TCP;54;[TCP Dup ACK 1474#1] 55910  >  443 [ACK] Seq=2 Ack=1 Win=512 Len=0;;;"103,920411";"103,920739";;"0,000328";;"-0,013303";"0,013631";"0,026934"
4695;103.920.739;"103,920739";"104,22,1,235";"192,168,100,98";TCP;54;443  >  56949 [ACK] Seq=1 Ack=319 Win=67584 Len=0;;;"103,920739";"103,934370";;"0,013631";;"0,013631";0;"-0,013631"
4696;103.934.370;"103,934370";"103,208,137,6";"192,168,100,98";TCP;85;"[TCP Retransmission] 443  >  55910 [PSH, ACK] Seq=1 Ack=2 Win=501 Len=31";;;"103,934370";"103,934370";;0;;"-0,000202";"0,000202";"0,000404"
